recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
59022,Health Canada,,,Medical device,2019-03-15,2023-11-14 03:12:49.171373,Health product
59072,Health Canada,,Medical devices,Medical device,2019-03-15,2023-11-14 03:12:49.171373,Health product
59075,Health Canada,,Medical devices,Medical device,2019-03-15,2023-11-14 03:12:49.171373,Health product
59074,Health Canada,,Medical devices,Medical device,2019-03-15,2023-11-14 03:12:49.171373,Health product
59272,Canadian Food Inspection Agency,,Mustard,,2019-03-15,2023-11-14 03:12:49.171373,Food
59227,Health Canada,,Medical devices,Medical device,2019-03-15,2023-11-14 03:12:49.171373,Health product
59051,Health Canada,,Fall hazard,Sports and fitness,2019-03-14,2023-11-14 03:12:49.171373,Consumer product
59293,Health Canada,,Product safety,Drugs,2019-03-14,2023-11-14 03:12:49.171373,Health product
59230,Health Canada,,,Drugs,2019-03-14,2023-11-14 03:12:49.171373,Health product
59264,Canadian Food Inspection Agency,,Extraneous Material,,2019-03-14,2023-11-14 03:12:49.171373,Food
67328,Transport Canada,Car recalled by MAZDA,Structure,Car,2019-03-14,2023-11-14 03:12:49.171373,Vehicles
59014,Health Canada,,Flammability hazard,Clothing and accessories,2019-03-13,2023-11-14 03:12:49.171373,Consumer products
58948,Health Canada,,Product safety,Biologic or vaccine,2019-03-13,2023-11-14 03:12:49.171373,Health product
59058,Health Canada,,Medical devices,Medical device,2019-03-12,2023-11-14 03:12:49.171373,Health product
66977,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Structure,Equipment,2019-03-12,2023-11-14 03:12:49.171373,Vehicles
66979,Transport Canada,SUV recalled by GENERAL MOTORS,Seats And Restraints,SUV,2019-03-12,2023-11-14 03:12:49.171373,Vehicles
66978,Transport Canada,RV Trailer recalled by FOREST RIVER,Label,RV Trailer,2019-03-12,2023-11-14 03:12:49.171373,Vehicles
67461,Transport Canada,Car recalled by VOLKSWAGEN,Powertrain,Car,2019-03-11,2023-11-14 03:12:49.171373,Vehicles
59266,Health Canada,,Product safety,Drugs,2019-03-11,2023-11-14 03:12:49.171373,Health product
59295,Health Canada,,Product safety,Drugs,2019-03-11,2023-11-14 03:12:49.171373,Health product
59066,Health Canada,,Product safety,Drugs,2019-03-09,2023-11-14 03:12:49.171373,Health product
59069,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
58740,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59061,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59068,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59070,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
58976,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
58932,Health Canada,,Product safety,Drugs,2019-03-08,2023-11-14 03:12:49.171373,Health product
59065,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59067,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
58738,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
58933,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59527,Health Canada,,Product safety,Drugs,2019-03-08,2023-11-14 03:12:49.171373,Health product
58975,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59021,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59020,Health Canada,,Medical devices,Medical device,2019-03-08,2023-11-14 03:12:49.171373,Health product
59525,Health Canada,,Product safety,Drugs,2019-03-08,2023-11-14 03:12:49.171373,Health product
68350,Transport Canada,Car recalled by PORSCHE,Structure,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
70991,Transport Canada,Car recalled by PORSCHE,Fuel Supply,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
68456,Transport Canada,Car recalled by PORSCHE,Airbag,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
68415,Transport Canada,Car recalled by PORSCHE,Fuel Supply,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
70612,Transport Canada,Car recalled by PORSCHE,Other,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
68351,Transport Canada,Car recalled by PORSCHE,Airbag,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
69769,Transport Canada,Car recalled by PORSCHE,Structure,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
58692,Health Canada,,Labelling and packaging,Cannabis,2019-03-07,2023-11-14 03:12:49.171373,Consumer product
70334,Transport Canada,Car recalled by PORSCHE,Airbag,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
71328,Transport Canada,Car recalled by PORSCHE,Wheels,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
71934,Transport Canada,Car recalled by HONDA,Airbag,Car,2019-03-07,2023-11-14 03:12:49.171373,Vehicles
71716,Transport Canada,Car recalled by HONDA,Powertrain,"Car, Vehicles - SUV",2019-03-07,2023-11-14 03:12:49.171373,Vehicles
66992,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Electrical,Light Truck & Van,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
66994,Transport Canada,Car recalled by MERCEDES-BENZ,Lights And Instruments,Car,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
66998,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Steering,Motorhome,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
67007,Transport Canada,Car recalled by MERCEDES-BENZ,Seats And Restraints,Car,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
66990,Transport Canada,Motorcycle recalled by BMW,Brakes,Motorcycle,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
66997,Transport Canada,Car recalled by KIA,Engine,Car,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
58934,Health Canada,,Product safety,Drugs,2019-03-06,2023-11-14 03:12:49.171373,Health product
59044,Health Canada,,Fall hazard,Household items,2019-03-06,2023-11-14 03:12:49.171373,Consumer product
58690,Health Canada,,,Natural health products,2019-03-06,2023-11-14 03:12:49.171373,Health product
67000,Transport Canada,Car recalled by KIA,Fuel Supply,"Car, Vehicles - SUV",2019-03-06,2023-11-14 03:12:49.171373,Vehicles
67009,Transport Canada,A.T.V. recalled by POLARIS,Electrical,A.T.V.,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
67006,Transport Canada,SUV recalled by MERCEDES-BENZ,Seats And Restraints,SUV,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
66993,Transport Canada,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Steering,Minivan,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
66995,Transport Canada,Car recalled by SUBARU,Brakes,Car,2019-03-06,2023-11-14 03:12:49.171373,Vehicles
59018,Health Canada,,Fire hazard,Clothing and accessories,2019-03-06,2023-11-14 03:12:49.171373,Consumer products
58926,Canadian Food Inspection Agency,,,,2019-03-05,2023-11-14 03:12:49.171373,Food
67067,Transport Canada,SUV recalled by VOLVO,Structure,SUV,2019-03-05,2023-11-14 03:12:49.171373,Vehicles
58688,Health Canada,,Product safety,Other,2019-03-05,2023-11-14 03:12:49.171373,Consumer product
59024,Canadian Food Inspection Agency,,Non harmful (quality or spoilage),,2019-03-05,2023-11-14 03:12:49.171373,Food
59016,Health Canada,,Burn hazard,"Appliances, Consumer product - Household items",2019-03-05,2023-11-14 03:12:49.171373,Consumer product
67761,Transport Canada,RV Trailer recalled by GULF STREAM COACH,Accessories,RV Trailer,2019-03-04,2023-11-14 03:12:49.171373,Vehicles
58921,Health Canada,,Fire hazard,Household items,2019-03-04,2023-11-14 03:12:49.171373,Consumer product
67029,Transport Canada,Car recalled by VOLKSWAGEN,Seats And Restraints,Car,2019-03-01,2023-11-14 03:12:49.171373,Vehicles
67031,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Steering,Truck - Med. & H.D.,2019-03-01,2023-11-14 03:12:49.171373,Vehicles
59042,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
44520,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
67018,Transport Canada,Car recalled by PORSCHE,Fuel Supply,Car,2019-03-01,2023-11-14 03:12:49.171373,Vehicles
67027,Transport Canada,SUV recalled by BMW,Seats And Restraints,SUV,2019-03-01,2023-11-14 03:12:49.171373,Vehicles
67019,Transport Canada,SUV recalled by PORSCHE,Suspension,SUV,2019-03-01,2023-11-14 03:12:49.171373,Vehicles
67028,Transport Canada,Car recalled by BMW,Powertrain,Car,2019-03-01,2023-11-14 03:12:49.171373,Vehicles
58795,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
44537,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
58792,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
58782,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
59064,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
59062,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
59043,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
59045,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
59052,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
59054,Health Canada,,Medical devices,Medical device,2019-03-01,2023-11-14 03:12:49.171373,Health product
58691,Health Canada,,Product safety,Drugs,2019-03-01,2023-11-14 03:12:49.171373,Health product
44525,Canadian Food Inspection Agency,,Peanut,,2019-02-28,2023-11-14 03:12:49.171373,Food
59488,Health Canada,,Product safety,Drugs,2019-02-28,2023-11-14 03:12:49.171373,Health product
58689,Canadian Food Inspection Agency,,Extraneous Material,,2019-02-28,2023-11-14 03:12:49.171373,Food
59026,Canadian Food Inspection Agency,,Salmonella,,2019-02-27,2023-11-14 03:12:49.171373,Food
59063,Canadian Food Inspection Agency,,,,2019-02-27,2023-11-14 03:12:49.171373,Food
58930,Canadian Food Inspection Agency,,Peanut,,2019-02-27,2023-11-14 03:12:49.171373,Food
67096,Transport Canada,Car recalled by KIA,Fuel Supply,"Car, Vehicles - SUV",2019-02-27,2023-11-14 03:12:49.171373,Vehicles
67044,Transport Canada,Truck - Med. & H.D. recalled by ELGIN SWEEPER,Other,Truck - Med. & H.D.,2019-02-27,2023-11-14 03:12:49.171373,Vehicles
67011,Transport Canada,RV Trailer recalled by KEYSTONE,Structure,RV Trailer,2019-02-27,2023-11-14 03:12:49.171373,Vehicles
67036,Transport Canada,Bus recalled by BLUE BIRD,Accessories,Bus,2019-02-27,2023-11-14 03:12:49.171373,Vehicles
67037,Transport Canada,School Bus recalled by BLUE BIRD,Accessories,School Bus,2019-02-27,2023-11-14 03:12:49.171373,Vehicles
68426,Transport Canada,Motorcycle recalled by TRIUMPH,Other,Motorcycle,2019-02-27,2023-11-14 03:12:49.171373,Vehicles
67039,Transport Canada,RV Trailer recalled by FOREST RIVER,Label,RV Trailer,2019-02-27,2023-11-14 03:12:49.171373,Vehicles
67042,Transport Canada,Chassis Cab recalled by GENERAL MOTORS,Fuel Supply,Chassis Cab,2019-02-27,2023-11-14 03:12:49.171373,Vehicles
59060,Canadian Food Inspection Agency,,Peanut,,2019-02-26,2023-11-14 03:12:49.171373,Food
59010,Canadian Food Inspection Agency,,Peanut,,2019-02-26,2023-11-14 03:12:49.171373,Food
58949,Health Canada,,Product safety,Drugs,2019-02-26,2023-11-14 03:12:49.171373,Health product
67116,Transport Canada,Car recalled by PORSCHE,Steering,Car,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
68168,Transport Canada,Car recalled by PORSCHE,Engine,"Car, Vehicles - SUV",2019-02-25,2023-11-14 03:12:49.171373,Vehicles
70331,Transport Canada,SUV recalled by PORSCHE,Lights And Instruments,SUV,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
67176,Transport Canada,Car recalled by PORSCHE,Brakes,Car,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
69666,Transport Canada,Car recalled by PORSCHE,Fuel Supply,Car,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
70887,Transport Canada,Car recalled by PORSCHE,Engine,Car,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
67518,Transport Canada,Car recalled by PORSCHE,Suspension,Car,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
58914,Health Canada,,,Electronics,2019-02-25,2023-11-14 03:12:49.171373,Consumer product
71022,Transport Canada,SUV recalled by PORSCHE,Lights And Instruments,SUV,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
71870,Transport Canada,Car recalled by PORSCHE,Seats And Restraints,Car,2019-02-25,2023-11-14 03:12:49.171373,Vehicles
59036,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
44502,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
44524,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
44533,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
59047,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
59040,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
58920,Canadian Food Inspection Agency,,Peanut,,2019-02-22,2023-11-14 03:12:49.171373,Food
58982,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
58980,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
59059,Canadian Food Inspection Agency,,Peanut,,2019-02-22,2023-11-14 03:12:49.171373,Food
58739,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
59038,Health Canada,,Flammability hazard,Household items,2019-02-22,2023-11-14 03:12:49.171373,Consumer products
58741,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
58958,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
58959,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
58746,Health Canada,,Medical devices,Medical device,2019-02-22,2023-11-14 03:12:49.171373,Health product
59050,Canadian Food Inspection Agency,,Non harmful (quality or spoilage),,2019-02-21,2023-11-14 03:12:49.171373,Food
59057,Canadian Food Inspection Agency,,Peanut,,2019-02-21,2023-11-14 03:12:49.171373,Food
58775,Health Canada,,,Sports and fitness,2019-02-21,2023-11-14 03:12:49.171373,Consumer product
58983,Canadian Food Inspection Agency,,Peanut,,2019-02-20,2023-11-14 03:12:49.171373,Food
67047,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,Light Truck & Van,2019-02-20,2023-11-14 03:12:49.171373,Vehicles
58981,Canadian Food Inspection Agency,,Peanut,,2019-02-19,2023-11-14 03:12:49.171373,Food
59009,Canadian Food Inspection Agency,,Salmonella,,2019-02-19,2023-11-14 03:12:49.171373,Food
58737,Health Canada,,Chemical hazard,Chemicals,2019-02-19,2023-11-14 03:12:49.171373,Consumer product
58918,Health Canada,,,Chemicals,2019-02-19,2023-11-14 03:12:49.171373,Consumer product
59049,Canadian Food Inspection Agency,,Peanut,,2019-02-19,2023-11-14 03:12:49.171373,Food
59039,Canadian Food Inspection Agency,,Peanut,,2019-02-19,2023-11-14 03:12:49.171373,Food
58946,Canadian Food Inspection Agency,,Peanut,,2019-02-19,2023-11-14 03:12:49.171373,Food
67316,Transport Canada,Heavy Trailer recalled by TRAIL KING,Structure,Heavy Trailer,2019-02-19,2023-11-14 03:12:49.171373,Vehicles
59037,Canadian Food Inspection Agency,,Peanut,,2019-02-19,2023-11-14 03:12:49.171373,Food
59048,Health Canada,,,Chemicals,2019-02-19,2023-11-14 03:12:49.171373,Consumer product
67969,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,SUV,2019-02-19,2023-11-14 03:12:49.171373,Vehicles
67296,Transport Canada,Car recalled by HONDA,Steering,"Car, Vehicles - SUV",2019-02-18,2023-11-14 03:12:49.171373,Vehicles
70132,Transport Canada,Car recalled by GENERAL MOTORS,Steering,Car,2019-02-18,2023-11-14 03:12:49.171373,Vehicles
58781,Health Canada,,Product safety,Drugs,2019-02-18,2023-11-14 03:12:49.171373,Health product
58722,Health Canada,,,Beauty and personal care,2019-02-18,2023-11-14 03:12:49.171373,Consumer product
58960,Canadian Food Inspection Agency,,Listeria,,2019-02-17,2023-11-14 03:12:49.171373,Food
58745,Canadian Food Inspection Agency,,,,2019-02-16,2023-11-14 03:12:49.171373,Food
44521,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
44531,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58725,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
67996,Transport Canada,Truck - Med. & H.D. recalled by HINO,Engine,Truck - Med. & H.D.,2019-02-15,2023-11-14 03:12:49.171373,Vehicles
68597,Transport Canada,SUV recalled by MERCEDES-BENZ,Engine,SUV,2019-02-15,2023-11-14 03:12:49.171373,Vehicles
68491,Transport Canada,Car recalled by MERCEDES-BENZ,Steering,"Car, Vehicles - SUV",2019-02-15,2023-11-14 03:12:49.171373,Vehicles
58743,Canadian Food Inspection Agency,,Peanut,,2019-02-15,2023-11-14 03:12:49.171373,Food
58742,Canadian Food Inspection Agency,,Peanut,,2019-02-15,2023-11-14 03:12:49.171373,Food
58712,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58717,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58720,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58721,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58723,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58724,Health Canada,,Unauthorized product,Drugs,2019-02-15,2023-11-14 03:12:49.171373,Health product
68282,Transport Canada,Truck - Med. & H.D. recalled by HINO,Powertrain,Truck - Med. & H.D.,2019-02-15,2023-11-14 03:12:49.171373,Vehicles
58726,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58730,Canadian Food Inspection Agency,,Peanut,,2019-02-15,2023-11-14 03:12:49.171373,Food
58731,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58732,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58964,Canadian Food Inspection Agency,,Peanut,,2019-02-15,2023-11-14 03:12:49.171373,Food
58735,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58747,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
58773,Canadian Food Inspection Agency,,Peanut,,2019-02-15,2023-11-14 03:12:49.171373,Food
58774,Canadian Food Inspection Agency,,Peanut,,2019-02-15,2023-11-14 03:12:49.171373,Food
58919,Canadian Food Inspection Agency,,Extraneous Material,,2019-02-15,2023-11-14 03:12:49.171373,Food
58931,Canadian Food Inspection Agency,,Wheat,,2019-02-15,2023-11-14 03:12:49.171373,Food
58733,Health Canada,,Medical devices,Medical device,2019-02-15,2023-11-14 03:12:49.171373,Health product
67100,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Car,2019-02-14,2023-11-14 03:12:49.171373,Vehicles
58780,Canadian Food Inspection Agency,,Peanut,,2019-02-14,2023-11-14 03:12:49.171373,Food
58777,Canadian Food Inspection Agency,,Peanut,,2019-02-14,2023-11-14 03:12:49.171373,Food
67057,Transport Canada,Car recalled by VOLKSWAGEN,Fuel Supply,Car,2019-02-14,2023-11-14 03:12:49.171373,Vehicles
58736,Canadian Food Inspection Agency,,,,2019-02-14,2023-11-14 03:12:49.171373,Food
67458,Transport Canada,SUV recalled by VOLKSWAGEN,Structure,SUV,2019-02-14,2023-11-14 03:12:49.171373,Vehicles
59468,Canadian Food Inspection Agency,,,,2019-02-13,2023-11-14 03:12:49.171373,Food
58749,Canadian Food Inspection Agency,,Egg,,2019-02-13,2023-11-14 03:12:49.171373,Food
58728,Canadian Food Inspection Agency,,Peanut,,2019-02-13,2023-11-14 03:12:49.171373,Food
58672,Health Canada,,Medical devices,Medical device,2019-02-12,2023-11-14 03:12:49.171373,Health product
58715,Health Canada,,,Sports and fitness,2019-02-12,2023-11-14 03:12:49.171373,Consumer product
58727,Health Canada,,Product safety,Medical device,2019-02-12,2023-11-14 03:12:49.171373,Health product
58734,Canadian Food Inspection Agency,,"Egg, Soy",,2019-02-12,2023-11-14 03:12:49.171373,Food
58714,Canadian Food Inspection Agency,,Peanut,,2019-02-11,2023-11-14 03:12:49.171373,Food
58713,Canadian Food Inspection Agency,,Peanut,,2019-02-11,2023-11-14 03:12:49.171373,Food
58670,Health Canada,,Product safety,Drugs,2019-02-11,2023-11-14 03:12:49.171373,Health product
58667,Health Canada,,Fire hazard,Household items,2019-02-11,2023-11-14 03:12:49.171373,Consumer product
68111,Transport Canada,Car recalled by MERCEDES-BENZ,Brakes,Car,2019-02-11,2023-11-14 03:12:49.171373,Vehicles
68255,Transport Canada,Car recalled by MERCEDES-BENZ,Steering,Car,2019-02-11,2023-11-14 03:12:49.171373,Vehicles
67131,Transport Canada,SUV recalled by TOYOTA,Seats And Restraints,SUV,2019-02-11,2023-11-14 03:12:49.171373,Vehicles
68395,Transport Canada,Car recalled by MERCEDES-BENZ,Engine,"Car, Vehicles - SUV",2019-02-11,2023-11-14 03:12:49.171373,Vehicles
67061,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Fuel Supply,Motorhome,2019-02-10,2023-11-14 03:12:49.171373,Vehicles
67063,Transport Canada,Car recalled by HONDA,Fuel Supply,Car,2019-02-10,2023-11-14 03:12:49.171373,Vehicles
67046,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Car,2019-02-10,2023-11-14 03:12:49.171373,Vehicles
67055,Transport Canada,SUV recalled by BMW,Lights And Instruments,SUV,2019-02-10,2023-11-14 03:12:49.171373,Vehicles
58680,Canadian Food Inspection Agency,,,,2019-02-09,2023-11-14 03:12:49.171373,Food
58716,Canadian Food Inspection Agency,,Peanut,,2019-02-08,2023-11-14 03:12:49.171373,Food
58668,Health Canada,,Flammability hazard,Toys and games,2019-02-08,2023-11-14 03:12:49.171373,Consumer products
58679,Canadian Food Inspection Agency,,,,2019-02-08,2023-11-14 03:12:49.171373,Food
58664,Health Canada,,Medical devices,Medical device,2019-02-08,2023-11-14 03:12:49.171373,Health product
58666,Health Canada,,Medical devices,Medical device,2019-02-08,2023-11-14 03:12:49.171373,Health product
58671,Canadian Food Inspection Agency,,Egg,,2019-02-08,2023-11-14 03:12:49.171373,Food
58718,Canadian Food Inspection Agency,,Milk,,2019-02-08,2023-11-14 03:12:49.171373,Food
58674,Health Canada,,Medical devices,Medical device,2019-02-08,2023-11-14 03:12:49.171373,Health product
58677,Health Canada,,Medical devices,Medical device,2019-02-08,2023-11-14 03:12:49.171373,Health product
67065,Transport Canada,School Bus recalled by LION BUS,Structure,School Bus,2019-02-08,2023-11-14 03:12:49.171373,Vehicles
58678,Canadian Food Inspection Agency,,Peanut,,2019-02-07,2023-11-14 03:12:49.171373,Food
58965,Health Canada,,Product safety,Drugs,2019-02-07,2023-11-14 03:12:49.171373,Health product
58719,Health Canada,,Product safety,Drugs,2019-02-07,2023-11-14 03:12:49.171373,Health product
58729,Canadian Food Inspection Agency,,Peanut,,2019-02-06,2023-11-14 03:12:49.171373,Food
58652,Health Canada,,Laceration hazard,Household items,2019-02-06,2023-11-14 03:12:49.171373,Consumer products
58646,Health Canada,,Physical hazard,Household items,2019-02-05,2023-11-14 03:12:49.171373,Consumer product
67278,Transport Canada,Motorhome recalled by ENTEGRA COACH,Brakes,Motorhome,2019-02-05,2023-11-14 03:12:49.171373,Vehicles
67317,Transport Canada,RV Trailer recalled by JAYCO,Suspension,RV Trailer,2019-02-05,2023-11-14 03:12:49.171373,Vehicles
59071,Health Canada,,Product safety,Natural health products,2019-02-05,2023-11-14 03:12:49.171373,Health product
58748,Health Canada,,Product safety,Natural health products,2019-02-05,2023-11-14 03:12:49.171373,Health product
58662,Health Canada,,Choking hazard,Other,2019-02-04,2023-11-14 03:12:49.171373,Consumer products
67973,Transport Canada,SUV recalled by TESLA,Seats And Restraints,SUV,2019-02-04,2023-11-14 03:12:49.171373,Vehicles
67124,Transport Canada,School Bus recalled by NAVISTAR,Brakes,School Bus,2019-02-04,2023-11-14 03:12:49.171373,Vehicles
58675,Health Canada,,Medical devices,Medical device,2019-02-04,2023-11-14 03:12:49.171373,Health product
58665,Health Canada,,,Cannabis,2019-02-04,2023-11-14 03:12:49.171373,Consumer product
67073,Transport Canada,Car recalled by VOLKSWAGEN,Fuel Supply,"Car, Vehicles - SUV",2019-02-01,2023-11-14 03:12:49.171373,Vehicles
67066,Transport Canada,RV Trailer recalled by HEARTLAND,Label,RV Trailer,2019-02-01,2023-11-14 03:12:49.171373,Vehicles
67559,Transport Canada,Car recalled by HYUNDAI,Structure,Car,2019-02-01,2023-11-14 03:12:49.171373,Vehicles
67064,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Steering,Light Truck & Van,2019-02-01,2023-11-14 03:12:49.171373,Vehicles
67075,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Suspension,Truck - Med. & H.D.,2019-02-01,2023-11-14 03:12:49.171373,Vehicles
67074,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Electrical,Truck - Med. & H.D.,2019-02-01,2023-11-14 03:12:49.171373,Vehicles
67310,Transport Canada,RV Trailer recalled by THOR INDUSTRIES,Structure,RV Trailer,2019-02-01,2023-11-14 03:12:49.171373,Vehicles
58661,Health Canada,,Medical devices,Medical device,2019-01-31,2023-11-14 03:12:49.171373,Health product
58647,Health Canada,,Medical devices,Medical device,2019-01-31,2023-11-14 03:12:49.171373,Health product
58659,Health Canada,,Medical devices,Medical device,2019-01-31,2023-11-14 03:12:49.171373,Health product
58673,Health Canada,,Product safety,Drugs,2019-01-31,2023-11-14 03:12:49.171373,Health product
58642,Health Canada,,Medical devices,Medical device,2019-01-31,2023-11-14 03:12:49.171373,Health product
58644,Health Canada,,Medical devices,Medical device,2019-01-31,2023-11-14 03:12:49.171373,Health product
58654,Health Canada,,Medical devices,Medical device,2019-01-31,2023-11-14 03:12:49.171373,Health product
68467,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Brakes,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
68246,Transport Canada,Truck - Med. & H.D. recalled by MACK,Electrical,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
67195,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Tires,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
67194,Transport Canada,Truck - Med. & H.D. recalled by MACK,Tires,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
