recall_id,organization,product_name,issue,category,updated_at,data_received_at
56942,Health Canada,,Product safety,Health product - Biologic or vaccine,2017-05-05,2023-11-14 03:12:49.171373
57025,Canadian Food Inspection Agency,,,Food,2017-05-05,2023-11-14 03:12:49.171373
56941,Health Canada,,Chemical hazard,Consumer product - Chemicals,2017-05-04,2023-11-14 03:12:49.171373
68220,Transport Canada,SUV recalled by VOLKSWAGEN,Fuel Supply,Vehicles - SUV,2017-05-04,2023-11-14 03:12:49.171373
68245,Transport Canada,Tire recalled by YOKOHAMA,Tires,Vehicles - Tire,2017-05-03,2023-11-14 03:12:49.171373
69377,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Accessories,Vehicles - Motorhome,2017-05-03,2023-11-14 03:12:49.171373
68229,Transport Canada,RV Trailer recalled by THOR INDUSTRIES,Structure,Vehicles - RV Trailer,2017-05-03,2023-11-14 03:12:49.171373
68230,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Steering,Vehicles - Motorhome,2017-05-03,2023-11-14 03:12:49.171373
68233,Transport Canada,Car recalled by VOLKSWAGEN,Label,Vehicles - Car,2017-05-03,2023-11-14 03:12:49.171373
56982,Canadian Food Inspection Agency,,Non harmful (quality or spoilage),Food,2017-05-03,2023-11-14 03:12:49.171373
57004,Canadian Food Inspection Agency,,,Food - Other,2017-05-03,2023-11-14 03:12:49.171373
56936,Health Canada,,Product safety,Health product - Biologic or vaccine,2017-05-03,2023-11-14 03:12:49.171373
56938,Canadian Food Inspection Agency,,Listeria,Food,2017-05-02,2023-11-14 03:12:49.171373
56935,Health Canada,,Fire hazard,Consumer product - Electronics,2017-05-02,2023-11-14 03:12:49.171373
56727,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56930,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56924,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56922,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56919,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56888,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56835,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
57003,Health Canada,,Unauthorized product,Health product - Natural health products,2017-05-02,2023-11-14 03:12:49.171373
56837,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56838,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56839,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56986,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56882,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56883,Canadian Food Inspection Agency,,,Food - Other,2017-05-02,2023-11-14 03:12:49.171373
56975,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56974,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
56817,Health Canada,,,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
44452,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
44426,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
44468,Health Canada,,Medical devices,Health product - Medical device,2017-05-02,2023-11-14 03:12:49.171373
69033,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Accessories,Vehicles - School Bus,2017-05-02,2023-11-14 03:12:49.171373
68819,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Engine,Vehicles - Truck - Med. & H.D.,2017-05-02,2023-11-14 03:12:49.171373
68925,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Vehicles - Truck - Med. & H.D.,2017-05-02,2023-11-14 03:12:49.171373
68834,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Structure,Vehicles - Bus,2017-05-02,2023-11-14 03:12:49.171373
69259,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Emissions,Vehicles - Motorhome,2017-05-02,2023-11-14 03:12:49.171373
69078,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,Vehicles - Bus,2017-05-02,2023-11-14 03:12:49.171373
68793,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Steering,Vehicles - Motorhome,2017-05-01,2023-11-14 03:12:49.171373
68336,Transport Canada,Car recalled by VOLKSWAGEN,Seats And Restraints,Vehicles - Car,2017-05-01,2023-11-14 03:12:49.171373
68790,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Powertrain,Vehicles - Motorhome,2017-05-01,2023-11-14 03:12:49.171373
56933,Health Canada,,Microbial hazard,Consumer product - Beauty and personal care,2017-05-01,2023-11-14 03:12:49.171373
56831,Health Canada,,,Consumer product - Tools and accessories,2017-04-28,2023-11-14 03:12:49.171373
56934,Canadian Food Inspection Agency,,,Food,2017-04-28,2023-11-14 03:12:49.171373
68778,Transport Canada,Car recalled by FORD,Powertrain,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68777,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,"Vehicles - Light Truck & Van, Vehicles - SUV",2017-04-28,2023-11-14 03:12:49.171373
68239,Transport Canada,Motorcycle recalled by DUCATI,Suspension,Vehicles - Motorcycle,2017-04-28,2023-11-14 03:12:49.171373
68348,Transport Canada,Car recalled by VOLKSWAGEN,Label,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68240,Transport Canada,SUV recalled by GENERAL MOTORS,Suspension,Vehicles - SUV,2017-04-28,2023-11-14 03:12:49.171373
68241,Transport Canada,Motorhome recalled by FOREST RIVER,Label,Vehicles - Motorhome,2017-04-28,2023-11-14 03:12:49.171373
69109,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,Vehicles - Light Truck & Van,2017-04-28,2023-11-14 03:12:49.171373
68634,Transport Canada,Car recalled by FORD,Structure,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68416,Transport Canada,Light Truck & Van recalled by FORD,Lights And Instruments,Vehicles - Light Truck & Van,2017-04-28,2023-11-14 03:12:49.171373
68806,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Brakes,Vehicles - Motorhome,2017-04-28,2023-11-14 03:12:49.171373
68616,Transport Canada,SUV recalled by FORD,Brakes,Vehicles - SUV,2017-04-28,2023-11-14 03:12:49.171373
68405,Transport Canada,Car recalled by VOLKSWAGEN,Engine,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68610,Transport Canada,Car recalled by FORD,Lights And Instruments,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68673,Transport Canada,SUV recalled by HYUNDAI,Powertrain,Vehicles - SUV,2017-04-28,2023-11-14 03:12:49.171373
68582,Transport Canada,Car recalled by FORD,Engine,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68404,Transport Canada,Car recalled by VOLKSWAGEN,Label,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68682,Transport Canada,Car recalled by VOLKSWAGEN,Lights And Instruments,"Vehicles - Car, Vehicles - SUV",2017-04-28,2023-11-14 03:12:49.171373
68581,Transport Canada,SUV recalled by FORD,Fuel Supply,Vehicles - SUV,2017-04-28,2023-11-14 03:12:49.171373
68849,Transport Canada,Light Truck & Van recalled by FORD,Brakes,Vehicles - Light Truck & Van,2017-04-28,2023-11-14 03:12:49.171373
68848,Transport Canada,Car recalled by FORD,Lights And Instruments,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68697,Transport Canada,Light Truck & Van recalled by FORD,Fuel Supply,Vehicles - Light Truck & Van,2017-04-28,2023-11-14 03:12:49.171373
68698,Transport Canada,Car recalled by FORD,Powertrain,"Vehicles - Car, Vehicles - SUV",2017-04-28,2023-11-14 03:12:49.171373
68702,Transport Canada,SUV recalled by LAND ROVER,Powertrain,Vehicles - SUV,2017-04-28,2023-11-14 03:12:49.171373
68349,Transport Canada,Car recalled by VOLKSWAGEN,Label,Vehicles - Car,2017-04-28,2023-11-14 03:12:49.171373
68267,Transport Canada,RV Trailer recalled by GULF STREAM COACH,Label,Vehicles - RV Trailer,2017-04-27,2023-11-14 03:12:49.171373
56928,Health Canada,,Unauthorized product,Health product - Drugs,2017-04-27,2023-11-14 03:12:49.171373
56998,Health Canada,,,Consumer product - Chemicals,2017-04-27,2023-11-14 03:12:49.171373
57001,Health Canada,,Unauthorized product,Health product - Drugs,2017-04-27,2023-11-14 03:12:49.171373
57002,Canadian Food Inspection Agency,,,Food - Other,2017-04-27,2023-11-14 03:12:49.171373
56840,Health Canada,,,"Consumer product, Health product - Drugs",2017-04-27,2023-11-14 03:12:49.171373
58794,Health Canada,,Product safety,Health product - Drugs,2017-04-26,2023-11-14 03:12:49.171373
56858,Health Canada,,Product safety,Health product - Natural health products,2017-04-26,2023-11-14 03:12:49.171373
68284,Transport Canada,Motorhome recalled by JAYCO,Suspension,Vehicles - Motorhome,2017-04-26,2023-11-14 03:12:49.171373
69193,Transport Canada,Truck - Med. & H.D. recalled by MCNEILUS TRUCK & MANUFACTURING,Accessories,Vehicles - Truck - Med. & H.D.,2017-04-25,2023-11-14 03:12:49.171373
68489,Transport Canada,RV Trailer recalled by KZ  RECREATIONAL VEHICLES,Structure,Vehicles - RV Trailer,2017-04-25,2023-11-14 03:12:49.171373
69305,Transport Canada,Truck - Med. & H.D. recalled by MCNEILUS TRUCK & MANUFACTURING,Accessories,Vehicles - Truck - Med. & H.D.,2017-04-25,2023-11-14 03:12:49.171373
68520,Transport Canada,RV Trailer recalled by THOR INDUSTRIES,Accessories,Vehicles - RV Trailer,2017-04-25,2023-11-14 03:12:49.171373
56826,Canadian Food Inspection Agency,,,Food,2017-04-25,2023-11-14 03:12:49.171373
56728,Canadian Food Inspection Agency,,Extraneous Material,Food,2017-04-25,2023-11-14 03:12:49.171373
56976,Canadian Food Inspection Agency,,,Food,2017-04-25,2023-11-14 03:12:49.171373
56166,Health Canada,,Fire hazard,"Consumer product - Hobby and craft items, Consumer product - Toys and games",2017-04-25,2023-11-14 03:12:49.171373
56879,Health Canada,,Product safety,Health product - Drugs,2017-04-24,2023-11-14 03:12:49.171373
56814,Health Canada,,,Consumer product - Household items,2017-04-24,2023-11-14 03:12:49.171373
68249,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Suspension,Vehicles - Truck - Med. & H.D.,2017-04-24,2023-11-14 03:12:49.171373
68250,Transport Canada,A.T.V. recalled by POLARIS,Steering,Vehicles - A.T.V.,2017-04-24,2023-11-14 03:12:49.171373
68251,Transport Canada,A.T.V. recalled by POLARIS,Structure,Vehicles - A.T.V.,2017-04-24,2023-11-14 03:12:49.171373
56906,Canadian Food Inspection Agency,,,Food,2017-04-23,2023-11-14 03:12:49.171373
56973,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2017-04-23,2023-11-14 03:12:49.171373
56869,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56884,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56843,Health Canada,,Medical devices,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56842,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56841,Canadian Food Inspection Agency,,,Food,2017-04-21,2023-11-14 03:12:49.171373
56978,Canadian Food Inspection Agency,,Milk,Food,2017-04-21,2023-11-14 03:12:49.171373
56878,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56877,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56999,Canadian Food Inspection Agency,,Milk,Food,2017-04-21,2023-11-14 03:12:49.171373
56796,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56802,Health Canada,,Medical devices,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56871,Health Canada,,Medical devices,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56903,Canadian Food Inspection Agency,,Salmonella,Food,2017-04-21,2023-11-14 03:12:49.171373
56862,Health Canada,,,"Consumer product - Chemicals, Consumer product - Household items, Consumer product - Outdoor living",2017-04-21,2023-11-14 03:12:49.171373
56904,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2017-04-21,2023-11-14 03:12:49.171373
56863,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56865,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56866,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
56867,Health Canada,,,Health product - Medical device,2017-04-21,2023-11-14 03:12:49.171373
68428,Transport Canada,Car recalled by TESLA,Airbag,Vehicles - Car,2017-04-21,2023-11-14 03:12:49.171373
69583,Transport Canada,School Bus recalled by BLUE BIRD,Seats And Restraints,Vehicles - School Bus,2017-04-21,2023-11-14 03:12:49.171373
56795,Health Canada,,,Consumer product - Household items,2017-04-20,2023-11-14 03:12:49.171373
56892,Canadian Food Inspection Agency,,Extraneous Material,Food,2017-04-20,2023-11-14 03:12:49.171373
56846,Health Canada,,Fire hazard,Consumer product - Other,2017-04-20,2023-11-14 03:12:49.171373
56813,Canadian Food Inspection Agency,,,Food,2017-04-20,2023-11-14 03:12:49.171373
56857,Health Canada,,Product safety,Health product - Drugs,2017-04-19,2023-11-14 03:12:49.171373
56873,Health Canada,,Product safety,Health product - Natural health products,2017-04-19,2023-11-14 03:12:49.171373
56861,Health Canada,,Product safety,Health product - Natural health products,2017-04-19,2023-11-14 03:12:49.171373
56881,Health Canada,,Product safety,Health product - Drugs,2017-04-19,2023-11-14 03:12:49.171373
56860,Health Canada,,Product safety,Health product - Natural health products,2017-04-19,2023-11-14 03:12:49.171373
56859,Health Canada,,Product safety,Health product - Drugs,2017-04-19,2023-11-14 03:12:49.171373
56801,Health Canada,,Product safety,Health product - Natural health products,2017-04-19,2023-11-14 03:12:49.171373
56800,Health Canada,,Product safety,Health product - Natural health products,2017-04-19,2023-11-14 03:12:49.171373
56798,Health Canada,,,"Consumer product - Household items, Consumer product - Tools and accessories",2017-04-19,2023-11-14 03:12:49.171373
69257,Transport Canada,Light Trailer recalled by C&B QUALITY TRAILER WORKS,Suspension,Vehicles - Light Trailer,2017-04-19,2023-11-14 03:12:49.171373
68257,Transport Canada,Car recalled by MERCEDES-BENZ,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2017-04-18,2023-11-14 03:12:49.171373
68266,Transport Canada,RV Trailer recalled by FOREST RIVER,Label,Vehicles - RV Trailer,2017-04-18,2023-11-14 03:12:49.171373
68262,Transport Canada,RV Trailer recalled by FOREST RIVER,Label,Vehicles - RV Trailer,2017-04-18,2023-11-14 03:12:49.171373
68256,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Vehicles - Car,2017-04-18,2023-11-14 03:12:49.171373
56855,Canadian Food Inspection Agency,,,Food,2017-04-16,2023-11-14 03:12:49.171373
56872,Canadian Food Inspection Agency,,Egg,Food,2017-04-14,2023-11-14 03:12:49.171373
56799,Canadian Food Inspection Agency,,Milk,Food,2017-04-14,2023-11-14 03:12:49.171373
56794,Canadian Food Inspection Agency,,Listeria,Food,2017-04-13,2023-11-14 03:12:49.171373
56793,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56875,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56791,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
57000,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56790,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56885,Health Canada,,Medical devices,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56874,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56789,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56773,Health Canada,,Medical devices,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56785,Health Canada,,Chemical hazard,Consumer product - Beauty and personal care,2017-04-13,2023-11-14 03:12:49.171373
56772,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56977,Canadian Food Inspection Agency,,Soy,Food,2017-04-13,2023-11-14 03:12:49.171373
56849,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56848,Health Canada,,Medical devices,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56940,Health Canada,,Medical devices,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56937,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56844,Health Canada,,,Health product - Medical device,2017-04-13,2023-11-14 03:12:49.171373
56812,Canadian Food Inspection Agency,,,Food - Other,2017-04-13,2023-11-14 03:12:49.171373
69644,Transport Canada,Car recalled by TOYOTA,Electrical,Vehicles - Car,2017-04-13,2023-11-14 03:12:49.171373
69639,Transport Canada,Truck - Med. & H.D. recalled by MACK,Brakes,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69331,Transport Canada,Truck - Med. & H.D. recalled by MACK,Brakes,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69020,Transport Canada,Truck - Med. & H.D. recalled by MACK,Steering,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69330,Transport Canada,Truck - Med. & H.D. recalled by MACK,Brakes,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69714,Transport Canada,Truck - Med. & H.D. recalled by SPARTAN,Engine,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
68974,Transport Canada,Truck - Med. & H.D. recalled by MACK,Steering,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69687,Transport Canada,Car recalled by BMW,Seats And Restraints,Vehicles - Car,2017-04-13,2023-11-14 03:12:49.171373
69355,Transport Canada,Truck - Med. & H.D. recalled by MACK,Engine,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69673,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Brakes,Vehicles - Bus,2017-04-13,2023-11-14 03:12:49.171373
69573,Transport Canada,Truck - Med. & H.D. recalled by MACK,Brakes,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69784,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
70182,Transport Canada,Truck - Med. & H.D. recalled by MACK,Emissions,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69588,Transport Canada,Truck - Med. & H.D. recalled by MACK,Accessories,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
70591,Transport Canada,SUV recalled by TOYOTA,Seats And Restraints,Vehicles - SUV,2017-04-13,2023-11-14 03:12:49.171373
69990,Transport Canada,Car recalled by SUZUKI,Lights And Instruments,Vehicles - Car,2017-04-13,2023-11-14 03:12:49.171373
68615,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Steering,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
68611,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,Vehicles - SUV,2017-04-13,2023-11-14 03:12:49.171373
69954,Transport Canada,Light Truck & Van recalled by NISSAN,Seats And Restraints,Vehicles - Light Truck & Van,2017-04-13,2023-11-14 03:12:49.171373
69212,Transport Canada,Truck - Med. & H.D. recalled by MACK,Engine,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
69938,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Electrical,Vehicles - SUV,2017-04-13,2023-11-14 03:12:49.171373
69638,Transport Canada,Truck - Med. & H.D. recalled by MACK,Structure,Vehicles - Truck - Med. & H.D.,2017-04-13,2023-11-14 03:12:49.171373
68372,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Powertrain,Vehicles - Truck - Med. & H.D.,2017-04-12,2023-11-14 03:12:49.171373
68850,Transport Canada,Truck - Med. & H.D. recalled by MANAC,Structure,Vehicles - Truck - Med. & H.D.,2017-04-12,2023-11-14 03:12:49.171373
56845,Health Canada,,Medical devices,Health product - Medical device,2017-04-12,2023-11-14 03:12:49.171373
56691,Health Canada,,Product safety,Health product - Biologic or vaccine,2017-04-12,2023-11-14 03:12:49.171373
56847,Canadian Food Inspection Agency,,,Food,2017-04-12,2023-11-14 03:12:49.171373
56953,Health Canada,,,Food,2017-04-12,2023-11-14 03:12:49.171373
56788,Canadian Food Inspection Agency,,Listeria,Food,2017-04-12,2023-11-14 03:12:49.171373
56776,Canadian Food Inspection Agency,,Listeria,Food,2017-04-11,2023-11-14 03:12:49.171373
56763,Health Canada,,Burn hazard,Consumer product - Household items,2017-04-11,2023-11-14 03:12:49.171373
56775,Health Canada,,,Consumer product - Beauty and personal care,2017-04-11,2023-11-14 03:12:49.171373
57006,Health Canada,,,Consumer product - Household items,2017-04-11,2023-11-14 03:12:49.171373
68364,Transport Canada,RV Trailer recalled by JAYCO,Structure,Vehicles - RV Trailer,2017-04-11,2023-11-14 03:12:49.171373
68308,Transport Canada,RV Trailer recalled by JAYCO,Wheels,Vehicles - RV Trailer,2017-04-11,2023-11-14 03:12:49.171373
68571,Transport Canada,Motorhome recalled by JAYCO,Other,Vehicles - Motorhome,2017-04-11,2023-11-14 03:12:49.171373
69166,Transport Canada,RV Trailer recalled by JAYCO,Structure,Vehicles - RV Trailer,2017-04-11,2023-11-14 03:12:49.171373
68549,Transport Canada,RV Trailer recalled by JAYCO,Wheels,Vehicles - RV Trailer,2017-04-11,2023-11-14 03:12:49.171373
68432,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2017-04-10,2023-11-14 03:12:49.171373
68910,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Vehicles - Car,2017-04-10,2023-11-14 03:12:49.171373
68413,Transport Canada,Car recalled by GENERAL MOTORS,Seats And Restraints,Vehicles - Car,2017-04-10,2023-11-14 03:12:49.171373
68411,Transport Canada,SUV recalled by BMW,Airbag,Vehicles - SUV,2017-04-10,2023-11-14 03:12:49.171373
68670,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,"Vehicles - Car, Vehicles - Light Truck & Van",2017-04-10,2023-11-14 03:12:49.171373
68905,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Airbag,Vehicles - Light Truck & Van,2017-04-10,2023-11-14 03:12:49.171373
68982,Transport Canada,Car recalled by GENERAL MOTORS,Structure,Vehicles - Car,2017-04-10,2023-11-14 03:12:49.171373
68757,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Vehicles - Car,2017-04-10,2023-11-14 03:12:49.171373
68567,Transport Canada,SUV recalled by GENERAL MOTORS,Brakes,Vehicles - SUV,2017-04-10,2023-11-14 03:12:49.171373
68363,Transport Canada,Car recalled by GENERAL MOTORS,Steering,Vehicles - Car,2017-04-10,2023-11-14 03:12:49.171373
69231,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,"Vehicles - Car, Vehicles - SUV",2017-04-10,2023-11-14 03:12:49.171373
56887,Health Canada,,Product safety,Health product - Medical device,2017-04-10,2023-11-14 03:12:49.171373
56810,Health Canada,,Product safety,Health product - Drugs,2017-04-10,2023-11-14 03:12:49.171373
56926,Health Canada,,Product safety,Health product - Drugs,2017-04-10,2023-11-14 03:12:49.171373
56693,Health Canada,,Product safety,Health product - Natural health products,2017-04-10,2023-11-14 03:12:49.171373
56768,Health Canada,,Product safety,Health product - Drugs,2017-04-10,2023-11-14 03:12:49.171373
56769,Health Canada,,Product safety,Health product - Drugs,2017-04-10,2023-11-14 03:12:49.171373
56771,Health Canada,,Product safety,Health product - Natural health products,2017-04-10,2023-11-14 03:12:49.171373
56851,Health Canada,,Product safety,Health product - Drugs,2017-04-10,2023-11-14 03:12:49.171373
56787,Canadian Food Inspection Agency,,Wheat,Food,2017-04-07,2023-11-14 03:12:49.171373
56786,Health Canada,,Labelling,Health product - Drugs,2017-04-07,2023-11-14 03:12:49.171373
56770,Health Canada,,Product safety,Health product - Drugs,2017-04-07,2023-11-14 03:12:49.171373
68273,Transport Canada,Car recalled by BMW,Lights And Instruments,Vehicles - Car,2017-04-07,2023-11-14 03:12:49.171373
68263,Transport Canada,Car recalled by KIA,Engine,"Vehicles - Car, Vehicles - SUV",2017-04-07,2023-11-14 03:12:49.171373
68338,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Tires,Vehicles - Car,2017-04-07,2023-11-14 03:12:49.171373
68379,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Vehicles - Car,2017-04-07,2023-11-14 03:12:49.171373
68275,Transport Canada,Heavy Trailer recalled by DOEPKER,Structure,Vehicles - Heavy Trailer,2017-04-06,2023-11-14 03:12:49.171373
68497,Transport Canada,Motorcycle recalled by DUCATI,Structure,Vehicles - Motorcycle,2017-04-06,2023-11-14 03:12:49.171373
68352,Transport Canada,Car recalled by SUBARU,Visual System,Vehicles - Car,2017-04-06,2023-11-14 03:12:49.171373
68637,Transport Canada,Motorcycle recalled by DUCATI,Powertrain,Vehicles - Motorcycle,2017-04-06,2023-11-14 03:12:49.171373
56985,Health Canada,,,Health product - Medical device,2017-04-06,2023-11-14 03:12:49.171373
56850,Health Canada,,Product safety,Health product - Drugs,2017-04-06,2023-11-14 03:12:49.171373
56578,Health Canada,,Fall hazard,Consumer product - Sports and fitness,2017-04-06,2023-11-14 03:12:49.171373
56856,Canadian Food Inspection Agency,,Extraneous Material,Food,2017-04-06,2023-11-14 03:12:49.171373
56774,Canadian Food Inspection Agency,,Non harmful (quality or spoilage),Food,2017-04-06,2023-11-14 03:12:49.171373
56972,Health Canada,,,Consumer product - Tools and accessories,2017-04-06,2023-11-14 03:12:49.171373
68270,Transport Canada,Motorhome recalled by NEWMAR,Electrical,Vehicles - Motorhome,2017-04-05,2023-11-14 03:12:49.171373
69468,Transport Canada,Car recalled by FORD,Steering,"Vehicles - Car, Vehicles - SUV",2017-04-04,2023-11-14 03:12:49.171373
68377,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Fuel Supply,Vehicles - Motorhome,2017-04-04,2023-11-14 03:12:49.171373
69652,Transport Canada,SUV recalled by NISSAN,Electrical,Vehicles - SUV,2017-04-04,2023-11-14 03:12:49.171373
56738,Health Canada,,,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
57018,Health Canada,,,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
56739,Health Canada,,Medical devices,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
56740,Health Canada,,,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
56741,Health Canada,,,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
56751,Health Canada,,,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
56886,Health Canada,,,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
57010,Health Canada,,,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
57009,Health Canada,,Medical devices,Health product - Medical device,2017-04-04,2023-11-14 03:12:49.171373
